"fishing_fleet","gear_type","time_start","time_end","geographic_identifier","fishing_mode","measurement_unit","measurement_value","source_authority","measurement","measurement_processing_level","gridtype","Gear"
"ZA","Longline","2017-02-01","2017-02-28",6220015,"UNK","NUMBER_OF_HOOKS",2032,"CCSBT","effort","unknown","5deg_x_5deg",NA
