fishing_fleet,gear_type,time_start,time_end,geographic_identifier,fishing_mode,measurement_unit,measurement_value,measurement_type,source_authority,gridtype,Gear,issue
CPV,HAND,1989-01-01,1989-12-31,6415020,UNK,D.AT SEA,154368,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
CPV,HAND,1990-01-01,1990-12-31,6415020,UNK,D.AT SEA,137990,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1957-01-01,1957-12-31,5444002,UNK,D.AT SEA,2325,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1959-01-01,1959-12-31,5444002,UNK,D.AT SEA,3781,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1961-01-01,1961-12-31,5444002,UNK,D.AT SEA,4200,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1965-01-01,1965-12-31,5444002,UNK,D.AT SEA,4555,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1966-01-01,1966-12-31,5444002,UNK,D.AT SEA,2800,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1967-01-01,1967-12-31,5444002,UNK,D.AT SEA,1900,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1968-01-01,1968-12-31,5444002,UNK,D.AT SEA,3600,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1969-01-01,1969-12-31,5444002,UNK,D.AT SEA,2450,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1970-01-01,1970-12-31,5444002,UNK,D.AT SEA,4700,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1971-01-01,1971-12-31,5444002,UNK,D.AT SEA,3700,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1972-01-01,1972-12-31,5444002,UNK,D.AT SEA,2610,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1972-01-01,1972-12-31,5444002,UNK,N.POLE-D,21354,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1973-01-01,1973-12-31,5444002,UNK,D.AT SEA,1950,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1973-01-01,1973-12-31,5444002,UNK,N.POLE-D,24694,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1974-01-01,1974-12-31,5444002,UNK,D.AT SEA,1400,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1974-01-01,1974-12-31,5444002,UNK,N.POLE-D,15909,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1975-01-01,1975-12-31,5444002,UNK,D.AT SEA,1550,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1975-01-01,1975-12-31,5444002,UNK,N.POLE-D,18404,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1976-01-01,1976-12-31,5444002,UNK,D.AT SEA,1090,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1976-01-01,1976-12-31,5444002,UNK,N.POLE-D,10932,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1977-01-01,1977-12-31,5444002,UNK,D.AT SEA,1100,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1977-01-01,1977-12-31,5444002,UNK,N.POLE-D,11436,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,BB,1979-01-01,1979-12-31,5444002,UNK,D.AT SEA,930,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,LLHB,1982-01-01,1982-12-31,1135000,UNK,NO.HOOKS,8450000,C,ICCAT,NA,NA,not_displayed_monthly.csv
EU.ESP,PS,1974-07-01,1974-09-30,5102008,UNK,D.FISH,1,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1950-01-01,1950-12-31,5436005,UNK,NO.TRAPS,4,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1951-01-01,1951-12-31,5436005,UNK,NO.TRAPS,4,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1952-01-01,1952-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1953-01-01,1953-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1954-01-01,1954-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1955-01-01,1955-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1956-01-01,1956-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1957-01-01,1957-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1958-01-01,1958-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1959-01-01,1959-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1960-01-01,1960-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1961-01-01,1961-12-31,5436005,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1962-01-01,1962-12-31,5436005,UNK,NO.TRAPS,341,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1963-01-01,1963-12-31,5436005,UNK,NO.TRAPS,352,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1964-01-01,1964-12-31,5436005,UNK,NO.TRAPS,352,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1965-01-01,1965-12-31,5436005,UNK,NO.TRAPS,360,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1966-01-01,1966-12-31,5436005,UNK,NO.TRAPS,358,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1967-01-01,1967-12-31,5436005,UNK,NO.TRAPS,337,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1968-01-01,1968-12-31,5436005,UNK,NO.TRAPS,353,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1969-01-01,1969-12-31,5436005,UNK,NO.TRAPS,371,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1970-01-01,1970-12-31,5436005,UNK,NO.TRAPS,354,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1971-01-01,1971-12-31,5436005,UNK,NO.TRAPS,344,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1972-01-01,1972-12-31,5436005,UNK,NO.TRAPS,224,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1973-01-01,1973-12-31,5436005,UNK,NO.TRAPS,209,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1974-01-01,1974-12-31,5436005,UNK,NO.TRAPS,107,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1975-01-01,1975-12-31,5436005,UNK,NO.TRAPS,226,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1976-01-01,1976-12-31,5436005,UNK,NO.TRAPS,184,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1977-01-01,1977-12-31,5436005,UNK,NO.TRAPS,186,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1978-01-01,1978-12-31,5436005,UNK,NO.TRAPS,259,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1979-01-01,1979-12-31,5436005,UNK,NO.TRAPS,223,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1984-01-01,1984-12-31,6435000,UNK,NO.TRAPS,248,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1984-01-01,1984-12-31,6435005,UNK,NO.TRAPS,265,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1985-01-01,1985-12-31,6435000,UNK,NO.TRAPS,404,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1985-01-01,1985-12-31,6435005,UNK,NO.TRAPS,294,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1986-01-01,1986-12-31,6435000,UNK,TRAP D,423,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1987-01-01,1987-12-31,6435000,UNK,TRAP D,383,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1987-01-01,1987-12-31,6435005,UNK,TRAP D,315,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1988-01-01,1988-12-31,6435000,UNK,TRAP D,375,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1988-01-01,1988-12-31,6435005,UNK,TRAP D,325,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1989-01-01,1989-12-31,6435000,UNK,TRAP D,305,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1989-01-01,1989-12-31,6435005,UNK,TRAP D,383,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1990-01-01,1990-12-31,6435000,UNK,TRAP D,348,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,1991-01-01,1991-12-31,6435000,UNK,TRAP D,413,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ESP,TRAP,2000-01-01,2000-12-31,6435000,UNK,TRAP D,134,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1952-01-01,1952-12-31,5444002,UNK,D.AT SEA,4800,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1953-01-01,1953-12-31,5444002,UNK,D.AT SEA,5150,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1954-01-01,1954-12-31,5444002,UNK,D.AT SEA,4850,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1955-01-01,1955-12-31,5444002,UNK,D.AT SEA,3750,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1956-01-01,1956-12-31,5444002,UNK,D.AT SEA,3500,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1957-01-01,1957-12-31,5444002,UNK,D.AT SEA,4400,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1958-01-01,1958-12-31,5444002,UNK,D.AT SEA,4400,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1959-01-01,1959-12-31,5444002,UNK,D.AT SEA,3950,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1960-01-01,1960-12-31,5444002,UNK,D.AT SEA,3500,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1961-01-01,1961-12-31,5444002,UNK,D.AT SEA,3700,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1962-01-01,1962-12-31,5444002,UNK,D.AT SEA,4050,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1963-01-01,1963-12-31,5444002,UNK,D.AT SEA,3250,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1964-01-01,1964-12-31,5444002,UNK,D.AT SEA,2950,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1965-01-01,1965-12-31,5444002,UNK,D.AT SEA,2600,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1966-01-01,1966-12-31,5444002,UNK,D.AT SEA,3200,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1967-01-01,1967-12-31,5444002,UNK,D.AT SEA,2300,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1968-01-01,1968-12-31,5444002,UNK,D.AT SEA,1700,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1969-01-01,1969-12-31,5444002,UNK,D.AT SEA,1250,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1970-01-01,1970-12-31,5444002,UNK,D.AT SEA,1700,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1971-01-01,1971-12-31,5444002,UNK,D.AT SEA,1700,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1972-01-01,1972-12-31,5444002,UNK,D.AT SEA,1390,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1972-01-01,1972-12-31,5444002,UNK,N.POLE-D,7381,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1973-01-01,1973-12-31,5444002,UNK,D.AT SEA,1450,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1973-01-01,1973-12-31,5444002,UNK,N.POLE-D,7862,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1974-01-01,1974-12-31,5444002,UNK,D.AT SEA,900,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1974-01-01,1974-12-31,5444002,UNK,N.POLE-D,7626,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1975-01-01,1975-12-31,5444002,UNK,D.AT SEA,1500,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1975-01-01,1975-12-31,5444002,UNK,N.POLE-D,12517,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1976-01-01,1976-12-31,5444002,UNK,D.AT SEA,800,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1976-01-01,1976-12-31,5444002,UNK,N.POLE-D,4292,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1977-01-01,1977-12-31,5444002,UNK,D.AT SEA,700,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1977-01-01,1977-12-31,5444002,UNK,N.POLE-D,6598,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1978-01-01,1978-12-31,5444002,UNK,D.AT SEA,1250,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,BB,1978-01-01,1978-12-31,5444002,UNK,N.POLE-D,9419,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2008-01-01,2008-12-31,5415060,UNK,NO.TRIPS,14110,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2009-01-01,2009-12-31,5414060,UNK,NO.TRIPS,7543,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2010-01-01,2010-12-31,5414060,UNK,NO.TRIPS,7705,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2010-01-01,2010-12-31,5415060,UNK,NO.TRIPS,11897,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2011-01-01,2011-12-31,5414060,UNK,NO.TRIPS,7223,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2011-01-01,2011-12-31,5415060,UNK,NO.TRIPS,7780,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2012-01-01,2012-12-31,5414060,UNK,NO.TRIPS,7330,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2012-01-01,2012-12-31,5415060,UNK,NO.TRIPS,7691,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2013-01-01,2013-12-31,5414060,UNK,NO.TRIPS,5167,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2013-01-01,2013-12-31,5415060,UNK,NO.TRIPS,5640,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2014-01-01,2014-12-31,5414060,UNK,NO.TRIPS,7062,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.FRA,UNCL,2014-01-01,2014-12-31,5415060,UNK,NO.TRIPS,7736,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ITA,GILL,1995-01-01,1995-12-31,5141019,UNK,NO.LINES,6113600,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ITA,GILL,1996-01-01,1996-12-31,5141019,UNK,NO.LINES,6941500,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1972-01-01,1972-12-31,6135010,UNK,D.FISH,184,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1973-01-01,1973-12-31,6135010,UNK,D.FISH,216,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1974-01-01,1974-12-31,6135010,UNK,D.FISH,490,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1975-01-01,1975-12-31,6135010,UNK,D.FISH,570,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1976-01-01,1976-12-31,6135010,UNK,D.FISH,646,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1977-01-01,1977-12-31,6135010,UNK,D.FISH,770,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1978-01-01,1978-12-31,6135010,UNK,D.FISH,525,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1979-01-01,1979-12-31,6135010,UNK,D.FISH,819,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1980-01-01,1980-12-31,6135010,UNK,D.FISH,580,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1981-01-01,1981-12-31,6135010,UNK,D.FISH,480,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1982-01-01,1982-12-31,6135010,UNK,D.FISH,720,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1983-01-01,1983-12-31,6135010,UNK,D.FISH,588,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,PSFB,1984-01-01,1984-12-31,6135010,UNK,D.FISH,630,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.ITA,TRAP,1992-01-01,1992-12-31,5138007,UNK,D.FISH,13,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.ITA,TRAP,1993-01-01,1993-12-31,5138007,UNK,D.FISH,15,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
EU.PRT,BB,1998-01-01,1998-12-31,6230010,UNK,NO.BOATS,2,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
EU.PRT,LL-surf,2001-01-01,2001-12-31,6435005,UNK,NO.HOOKS,748790,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
MAR,PS,1965-01-01,1965-12-31,6430005,UNK,NO.BOATS,32,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
MAR,PS,1967-01-01,1967-12-31,6430005,UNK,NO.BOATS,44,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
MAR,PS,1968-01-01,1968-12-31,6430005,UNK,NO.BOATS,53,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
MAR,PS,1969-01-01,1969-12-31,6430005,UNK,NO.BOATS,51,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
MAR,PS,1970-01-01,1970-12-31,6430005,UNK,NO.BOATS,41,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
MAR,PS,1971-01-01,1971-12-31,6430005,UNK,NO.BOATS,27,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
MAR,TRAP,1956-01-01,1956-12-31,5434006,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1957-01-01,1957-12-31,5434006,UNK,NO.TRAPS,6,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1958-01-01,1958-12-31,5434006,UNK,NO.TRAPS,7,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1959-01-01,1959-12-31,5434006,UNK,NO.TRAPS,7,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1960-01-01,1960-12-31,5434006,UNK,NO.TRAPS,4,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1961-01-01,1961-12-31,5434006,UNK,NO.TRAPS,4,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1962-01-01,1962-12-31,5434006,UNK,NO.TRAPS,4,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1963-01-01,1963-12-31,5434006,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1964-01-01,1964-12-31,5434006,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1965-01-01,1965-12-31,5434006,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1966-01-01,1966-12-31,5434006,UNK,NO.TRAPS,5,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1967-01-01,1967-12-31,5434006,UNK,NO.TRAPS,3,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
MAR,TRAP,1968-01-01,1968-12-31,5434006,UNK,NO.TRAPS,3,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1967-01-01,1967-12-31,5414017,UNK,NO.TRIPS,112,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1968-01-01,1968-12-31,5414017,UNK,NO.TRIPS,170,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1969-01-01,1969-12-31,5414017,UNK,NO.TRIPS,277,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1970-01-01,1970-12-31,5414017,UNK,NO.TRIPS,207,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1971-01-01,1971-12-31,5414017,UNK,NO.TRIPS,702,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1972-01-01,1972-12-31,5414017,UNK,NO.TRIPS,573,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1973-01-01,1973-12-31,5414017,UNK,NO.TRIPS,903,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1974-01-01,1974-12-31,5414017,UNK,NO.TRIPS,1088,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1975-01-01,1975-12-31,5414017,UNK,NO.TRIPS,973,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1976-01-01,1976-12-31,5414017,UNK,NO.TRIPS,874,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1977-01-01,1977-12-31,5414017,UNK,NO.TRIPS,1109,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1978-01-01,1978-12-31,5414017,UNK,NO.TRIPS,1047,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,HAND,1979-01-01,1979-12-31,5414017,UNK,NO.TRIPS,1164,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SEN,SURF,1977-01-01,1977-12-31,5414017,UNK,NO.TRIPS,10130,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
SYC,LL,2002-01-01,2002-12-31,7310000,UNK,NO.HOOKS,410000,C,ICCAT,10deg_x_10deg,NA,not_displayed_monthly.csv
SYC,LL,2002-01-01,2002-12-31,7410040,UNK,NO.HOOKS,603816,C,ICCAT,10deg_x_10deg,NA,not_displayed_monthly.csv
TTO,LL,2002-01-01,2002-12-31,7410060,UNK,NO.BOATS,9,C,ICCAT,10deg_x_10deg,NA,not_displayed_monthly.csv
TTO,SURF,2002-01-01,2002-12-31,7410060,UNK,NO.BOATS,1190,C,ICCAT,10deg_x_10deg,NA,not_displayed_monthly.csv
UK.BMU,RR,1996-01-01,1996-12-31,6430065,UNK,NO.BOATS,194,C,ICCAT,5deg_x_5deg,NA,not_displayed_monthly.csv
UK.BMU,RR,1997-01-01,1997-12-31,5432064,UNK,NO.BOATS,194,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
USA,RR,1971-01-01,1971-12-31,5429086,UNK,FISH.HOUR,8288,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
USA,RR,1971-01-01,1971-12-31,5429088,UNK,FISH.HOUR,3322,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
USA,RR,1972-01-01,1972-12-31,5427096,UNK,FISH.HOUR,1016,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
USA,RR,1972-01-01,1972-12-31,5429086,UNK,FISH.HOUR,9309,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
USA,RR,1972-01-01,1972-12-31,5429088,UNK,FISH.HOUR,3730,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
USA,RR,1973-01-01,1973-12-31,5427096,UNK,FISH.HOUR,716,C,ICCAT,1deg_x_1deg,NA,not_displayed_monthly.csv
